# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 13 Manufacturer: HONOR Model: REA-AN00
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,72412436,41859945000000,18,0.0,-1385524706471191001,-0.415252685546875,1014.282344840467,-27.09137510140758,21.732179114626746,8,3,0.0,16399,574566339655249,35,25.9,482.984375,0.8149999976158142,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-58.22,1.57542003E9
Raw,72412437,41859945000000,18,0.0,-1385524706471191001,-0.415252685546875,1014.282344840467,-27.09137510140758,21.732179114626746,8,9,0.0,16399,574566333735118,61,22.3,-357.20025634765625,1.0640000104904175,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-58.22,1.57542003E9
Raw,72412438,41859945000000,18,0.0,-1385524706471191001,-0.415252685546875,1014.282344840467,-27.09137510140758,21.732179114626746,8,17,0.0,16399,574566344514456,70,21.0,-92.13067626953125,1.097499966621399,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-58.22,1.57542003E9
Raw,72412438,41859945000000,18,0.0,-1385524706471191001,-0.415252685546875,1014.282344840467,-27.09137510140758,21.732179114626746,8,2,0.0,49359,66948342623970,31,27.0,-471.8533935546875,0.6904999613761902,16,0.0,0.0,1.59975002E9,,,,0,0.0,3,-60.07,1.59975002E9
Raw,72412439,41859945000000,18,0.0,-1385524706471191001,-0.415252685546875,1014.282344840467,-27.09137510140758,21.732179114626746,8,27,0.0,16399,574552339551072,46,25.2,119.07408142089844,1.0099999904632568,16,0.0,0.0,1.56109798E9,,,,0,0.0,5,-62.43,1.56109798E9
Raw,72413429,41860945000000,18,0.0,-1385524706471190958,-0.9171409606933594,844.6908905170858,-26.1461385592096,18.661822485125494,8,3,0.0,16399,574567339653655,24,29.1,482.3269348144531,0.6918843388557434,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-57.09,1.57542003E9
Raw,72413430,41860945000000,18,0.0,-1385524706471190958,-0.9171409606933594,844.6908905170858,-26.1461385592096,18.661822485125494,8,9,0.0,16399,574567333736439,46,24.4,-357.1336364746094,0.8539999723434448,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-57.09,1.57542003E9
Raw,72413430,41860945000000,18,0.0,-1385524706471190958,-0.9171409606933594,844.6908905170858,-26.1461385592096,18.661822485125494,8,196,0.0,16399,574567293322480,92,19.4,50.41830825805664,3.0160000324249268,16,0.0,0.0,1.57542003E9,,,,0,0.0,4,-57.09,1.57542003E9
Raw,72413430,41860945000000,18,0.0,-1385524706471190958,-0.9171409606933594,844.6908905170858,-26.1461385592096,18.661822485125494,8,2,0.0,49359,66949342625454,35,26.6,-472.8372497558594,0.750499963760376,16,0.0,0.0,1.59975002E9,,,,0,0.0,3,-58.54,1.59975002E9
Raw,72413431,41860945000000,18,0.0,-1385524706471190958,-0.9171409606933594,844.6908905170858,-26.1461385592096,18.661822485125494,8,27,0.0,16399,574553339550621,40,25.6,118.01786804199219,0.8149999976158142,16,0.0,0.0,1.56109798E9,,,,0,0.0,5,-61.45,1.56109798E9
Raw,72414421,41861945000000,18,0.0,-1385524706471191010,-0.4155540466308594,681.3618238084018,-27.567406709013866,18.87124324525287,8,3,0.0,16399,574568339651988,31,27.0,482.1280517578125,0.6949999928474426,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-57.1,1.57542003E9
Raw,72414421,41861945000000,18,0.0,-1385524706471191010,-0.4155540466308594,681.3618238084018,-27.567406709013866,18.87124324525287,8,17,0.0,16399,574568344515043,70,21.3,-93.19632720947266,1.7725000381469727,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-57.1,1.57542003E9
Raw,72414422,41861945000000,18,0.0,-1385524706471191010,-0.4155540466308594,681.3618238084018,-27.567406709013866,18.87124324525287,8,2,0.0,49359,66950342627041,40,25.4,-472.1719665527344,0.8104999661445618,16,0.0,0.0,1.59975002E9,,,,0,0.0,3,-58.07,1.59975002E9
Raw,72414422,41861945000000,18,0.0,-1385524706471191010,-0.4155540466308594,681.3618238084018,-27.567406709013866,18.87124324525287,8,27,0.0,16399,574554339550273,46,24.6,118.40194702148438,0.875,16,0.0,0.0,1.56109798E9,,,,0,0.0,5,-61.55,1.56109798E9
Raw,72414423,41861945000000,18,0.0,-1385524706471191010,-0.4155540466308594,681.3618238084018,-27.567406709013866,18.87124324525287,8,32,0.0,16399,574554336277775,9,28.3,-476.2669982910156,0.8344999551773071,16,0.0,0.0,1.57542003E9,,,,0,0.0,5,-60.68,1.57542003E9
Raw,72415428,41862945000000,18,0.0,-1385524706471191055,-0.6554794311523438,508.2839052192867,-28.88581986413924,16.989128540794397,8,3,0.0,16399,574569339650419,46,24.5,484.8492736816406,0.875,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-57.64,1.57542003E9
Raw,72415429,41862945000000,18,0.0,-1385524706471191055,-0.6554794311523438,508.2839052192867,-28.88581986413924,16.989128540794397,8,9,0.0,16399,574569333738862,92,19.0,-357.3905334472656,1.9660000801086426,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-57.64,1.57542003E9
Raw,72415429,41862945000000,18,0.0,-1385524706471191055,-0.6554794311523438,508.2839052192867,-28.88581986413924,16.989128540794397,8,17,0.0,16399,574569344515477,53,22.8,-91.00794982910156,1.0175000429153442,16,0.0,0.0,1.57542003E9,,,,0,0.0,1,-57.64,1.57542003E9
